artist,genres
Ngọt,"['vietnam indie', 'v-pop', 'vietnamese hip hop']"
Nhat Thuy,['v-pop']
Nhím Biển,['v-pop']
Như Loan,"['vietnamese bolero', 'v-pop']"
Như Quỳnh,"['vietnamese bolero', 'bolero', 'v-pop']"
Nhạc Thiếu Nhi Thư Giãn Ngài Gâu Gâu,[]
Nhật Hoàng,"['v-pop', 'vietnamese hip hop']"
Nhật Nguyễn,['v-pop']
Nhữ Thùy Dương,['v-pop']
Nhựt Trường,"['vinahouse', 'vietnamese lo-fi']"
Nick Nash,"['brazilian trap', 'trap', 'trap funk']"
Nicki Minaj,"['2010s', 'east coast hip hop', 'electronic', 'hip hop', 'late 2000s', 'pop', 'pop rap', 'queen of rap', 'r&b']"
Nicki Nicole,['argentine trap']
Nicky Youre,"['pop', 'teen pop']"
Nicolas Binder,['techno']
Nicolas Julian,"['techno', 'hard techno']"
Nicolás Reyes,"['flamenco', 'flamenco pop', 'flamenco urbano']"
Night T,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']"
Nightcore Slowed Down Tunes,[]
Nightcrawlers,"['british', 'electronic', 'euro house', 'house', 'pop and chart', 'scottish', 'uk']"
Niink,"['brazilian trap', 'trap', 'trap funk']"
Nikhita Gandhi,"['bollywood', 'hindi pop', 'desi']"
Nikita Kering',"['gengetone', 'afro soul', 'afropop']"
Niklas Dee,"['slap house', 'techno']"
Niky Savage,['italian trap']
Nile Rodgers,[]
Nilo,['k-ballad']
Nimbia,"['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']"
Nimo,['german hip hop']
Nina Chuba,"['german pop', 'german hip hop']"
Ninh Dương Lan Ngọc,['v-pop']
Ninho,['pop urbaine']
Niro,['pop urbaine']
Niska,['pop urbaine']
Nitefreak,"['afro house', 'tribal house', 'house']"
Nivas K Prasanna,"['tamil pop', 'kollywood']"
Nizi19,['german hip hop']
Niño de Elche,['flamenco']
Njerae,"['afro soul', 'gengetone']"
Nkosazana Daughter,"['amapiano', 'gqom', 'afro soul', 'afropop']"
Noa Kirel,['mizrahi']
Noah,"['t-pop', 'thai pop', 'thai hip hop']"
Noah Cyrus,"['alternative country', 'alternative pop', 'country pop', 'nepo baby', 'pop']"
Noah Kahan,"['folk pop', 'pop']"
Nodey,['vietnamese hip hop']
Noh Salleh,"['malay', 'indonesian indie', 'malay pop', 'malaysian pop']"
Noizy,"['albanian', 'english', 'german', 'hip hop', 'rap']"
Nomcebo Zikode,"['dance', 'english', 'house']"
Nomovodka,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']"
Noo Phước Thịnh,"['v-pop', 'vinahouse', 'vietnamese lo-fi']"
Noriel,"['trap latino', 'dembow', 'reggaeton', 'trap']"
Norma Jean Martine,"['english', 'pop']"
Normani,[]
Northsle,"['lagu jawa', 'dangdut', 'funkot']"
Nosstress,"['indonesian indie', 'indie']"
Notcool,"['vietnam indie', 'v-pop']"
Notoris\YYY,[]
Nouamane Belaiachi,"['moroccan pop', 'raï', 'khaleeji', 'moroccan chaabi']"
Nouvelle École,[]
Novelbright,"['j-pop', 'j-rock']"
NowB,['vietnamese hip hop']
Ntate Stunna,"['amapiano', 'gqom', 'afropop', 'afro soul']"
Nthabi Sings,"['amapiano', 'gqom', 'afropop']"
Nu Aspect,"['deep house', 'chill house', 'bassline']"
Nueva H,"['corridos tumbados', 'corrido', 'corridos bélicos', 'electro corridos']"
Number_i,['j-pop']
Nupur Sanon,[]
Nuricko,[]
Nursery Rhymes ABC,"['lullaby', ""children's music""]"
Nuzio Medeiros,"['forró', 'piseiro', 'arrocha', 'seresta']"
Nyaruach,[]
Nyoman Paul,['indonesian pop']
NÂN,"['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']"
Nàng Tiên Hoa,['v-pop']
Nâu,"['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']"
Népal,"['cloud rap', 'hip hop', 'rap', 'rap fr']"
O SIDE MAFIA,"['pinoy hip hop', 'pinoy r&b', 'opm']"
OBOY,['pop urbaine']
OCEAN MOB,"['vietnamese hip hop', 'v-pop']"
ODUMODUBLVCK,"['afrobeats', 'alté', 'afrobeat', 'afropop', 'afro adura', 'afroswing']"
OG Buda,"['trap', 'hip hop', 'drill']"
OG Keemo,['german hip hop']
OHP Sage,"['amapiano', 'gqom']"
OIO,[]
OKS,"['pop', 'ukraine', 'ukrainian', 'ukrainian pop']"
OLY,[]
OM.,"['cinematic', 'doom metal', 'drone rock', 'dub', 'english', 'heavy', 'hindi', 'hindu', 'hypnotic', 'islamic', 'jewish', 'maqam', 'massive', 'meditative', 'mysterious', 'oriental rock', 'psychedelic rock', 'rhythmic', 'spiritual', 'stoner doom', 'stoner metal', 'stoner rock', 'united states', 'usa', 'warm']"
OMWAWES,"['lagu jawa', 'dangdut']"
ONUY,"['egyptian hip hop', 'mahraganat', 'arabic rap', 'egyptian pop', 'khaleeji']"
OSTY,[]
OUR SONG VIETNAM,['v-pop']
Oba,['african gospel']
Obeey Amor,"['amapiano', 'gqom']"
Obito,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
Oblivion's Mighty Trash,['latin hip hop']
Obskür,['house']
Ocevne,['pop urbaine']
Ocie Elliott,['indie folk']
Octavian,"['grime', 'afroswing']"
Odetari,"['hyperpop', 'nightcore', 'jersey club']"
Ofenbach,"['dance', 'deep house', 'edm', 'english', 'house']"
OgeNus,"['v-pop', 'vietnamese hip hop']"
Ogień,[]
Ogryzek,['phonk']
Oimara,"['schlagerparty', 'schlager']"
Okean Elzy,"['rock', 'ukrainian']"
Oki,[]
Olamide,"['afrobeats', 'afrobeat', 'afropop', 'azonto', 'afro adura', 'afroswing', 'amapiano']"
Old Jim,[]
Olew,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']"
Oli,[]
Olivia Rodrigo,"['2010s', '2020s', 'folk pop', 'musical', 'pop', 'pop punk', 'pop rock', 'power pop', 'singer-songwriter']"
Ollane,[]
Olly,"['dance-pop', 'electro', 'europop', 'pop']"
Omah Lay,"['afrobeats', 'afrobeat', 'afropop', 'afro soul', 'alté', 'afroswing']"
Omar Courtz,[]
Omar Kamal,"['mahraganat', 'egyptian shaabi', 'egyptian pop', 'khaleeji']"
Omega,"['merengue', 'mambo']"
Omer Adam,['mizrahi']
Omit ST,"['amapiano', 'gqom']"
Omoinotake,"['j-pop', 'city pop', 'anime', 'japanese indie']"
One Direction,"['boy band', 'dance-pop', 'folk pop', 'pop', 'pop rock', 'power pop', 'teen pop']"
OneRepublic,['soft pop']
Onionn.,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']"
Only C,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']"
Only Phan,['v-pop']
Only The Family,[]
Oques Grasses,[]
Orange,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']"
Original D,['v-pop']
Original Koffee,"['dancehall', 'afrobeats', 'reggae', 'afrobeat']"
Orinn,"['vinahouse', 'vietnamese lo-fi', 'v-pop', 'lo-fi']"
Orinn Sped,"['v-pop', 'vietnamese lo-fi']"
Ornella Vanoni,"['italian singer-songwriter', 'italo dance', 'italo disco']"
Orso,['afro house']
Oruam,"['brazilian trap', 'trap funk', 'trap']"
Os Gemeos da Putaria,"['funk de bh', 'funk', 'brazilian funk']"
Osad,"['v-pop', 'vietnamese hip hop']"
Oscar Maydon,"['corridos tumbados', 'corrido', 'corridos bélicos', 'electro corridos', 'sad sierreño', 'banda', 'música mexicana']"
Oscar Mbo,"['gqom', 'deep house', 'amapiano', 'afro house']"
Osher Cohen,['mizrahi']
Oskoow,[]
Osos,"['mahraganat', 'egyptian pop', 'khaleeji', 'egyptian shaabi']"
Otsochodzi,[]
Over October,"['opm', 'pinoy indie', 'harana', 'kundiman', 'p-pop']"
Ovy On The Drums,['reggaeton']
Oxlade,"['afrobeats', 'afrobeat', 'afropop', 'alté', 'afro soul', 'afroswing']"
Ozuna,"['reggaeton', 'latin', 'trap latino', 'urbano latino']"
Ozzy Osbourne,"['metal', 'glam metal', 'heavy metal', 'hard rock']"
P$C,['southern hip hop']
P$Mall,"['vietnamese hip hop', 'v-pop']"
P$mall,['vietnamese hip hop']
P.A,"['vietnamese hip hop', 'v-pop']"
P.Court,[]
P01son,['vietnamese hip hop']
P336,['v-pop']
PA69,[]
PAM,['v-pop']
PAR SG,"['vietnamese hip hop', 'vietnamese lo-fi', 'v-pop', 'vietnam indie']"
PARDHAAN,"['punjabi pop', 'desi hip hop', 'punjabi hip hop']"
PARTYNEXTDOOR,['r&b']
PATEKO,"['k-ballad', 'k-rap']"
PAWSA,"['tech house', 'house']"
PC,"['vietnamese hip hop', 'v-pop', 'vietnam indie', 'vietnamese lo-fi']"
PCHY,"['thai pop', 't-pop']"
PCKL,[]
PEDRO SAMPAIO,"['funk', 'funk pop', 'brazilian funk', 'funk carioca', 'brega funk', 'brazilian pop']"
PENOMECO,['k-rap']
PIQUEZIN DOS CRIA,['funk carioca']
PIQUIZIN DOS CRIA,['funk carioca']
PLAVE,['k-pop']
PLK,['pop urbaine']
PNAU,"['australian', 'dance', 'disco', 'electro', 'electronic']"
PUNYARB,"['thai hip hop', 't-pop', 'thai pop', 'thai trap']"
PYY Logdrum King,[]
Pabllo Vittar,"['brazilian pop', 'funk pop', 'tecnobrega']"
Pablo Alborán,['latin pop']
Pablo Chill-E,"['chilean trap', 'reggaeton chileno', 'chilean mambo', 'mambo', 'argentine trap', 'urbano latino', 'trap latino']"
Pailita,"['reggaeton chileno', 'chilean trap', 'chilean mambo', 'mambo', 'reggaeton', 'urbano latino']"
Pain A.K.A Dai Ca P,"['vietnamese hip hop', 'v-pop']"
Paine,['vietnamese hip hop']
Palak Muchhal,"['bollywood', 'hindi pop', 'gujarati garba', 'desi']"
Paloalto,['k-rap']
Pamungkas,"['indonesian indie', 'indonesian pop']"
Panamah,['dansktop']
Panda Black,['reggaeton chileno']
Panji Sakti,"['indonesian indie', 'indonesian pop']"
Papa V,['italian trap']
Paradigm,['slap house']
Paradox,"['thai rock', 'thai pop', 't-pop', 'phleng phuea chiwit']"
Parampara Tandon,"['bhajan', 'devotional', 'hindi pop', 'bollywood']"
Parfeniuk,[]
Paris Paloma,"['alternative folk', 'dark folk', 'indie folk', 'pagan folk', 'singer-songwriter']"
Park Hyo Shin,['k-ballad']
Parmish Verma,"['punjabi pop', 'punjabi hip hop', 'bhangra', 'haryanvi pop']"
Parpae,[]
Party Nationalmannschaft,"['schlagerparty', 'schlager']"
Pashanim,['german hip hop']
Passeggiate Al Chiaro,[]
Passi,['hip hop']
Patoranking,"['afrobeats', 'afrobeat', 'afropop', 'azonto', 'hiplife', 'bongo flava', 'dancehall']"
Patrick Brasca,"['chinese r&b', 'chinese hip hop', 'mandopop', 'c-pop', 'taiwanese pop']"
Paul,"['70s', '80s', '90s', 'british', 'classic pop and rock', 'classical', 'composer', 'english', 'folk', 'grammy winner', 'male vocalists', 'pop', 'pop rock', 'pop soul', 'pop/rock', 'rock', 'rock & roll', 'rock and roll', 'singer-songwriter', 'singer/songwriter', 'soft rock', 'standards', 'synthpop', 'the beatles', 'uk', 'united kingdom', 'western classical music']"
Paul Mauriat,"['orchestra', 'easy listening']"
Paul Partohap,"['70s', '80s', '90s', 'british', 'classic pop and rock', 'classical', 'composer', 'english', 'folk', 'grammy winner', 'male vocalists', 'pop', 'pop rock', 'pop soul', 'pop/rock', 'rock', 'rock & roll', 'rock and roll', 'singer-songwriter', 'singer/songwriter', 'soft rock', 'standards', 'synthpop', 'the beatles', 'uk', 'united kingdom', 'western classical music']"
Paul Russell,[]
PaulWetz,['chill house']
Pause,"['thai pop', 'thai rock', 't-pop']"
Paves 16,['german hip hop']
Pay,"['v-pop', 'vietnam indie']"
Payal Dev,"['bhajan', 'devotional', 'bollywood', 'hindi pop', 'desi pop', 'desi']"
Pcb Butter,[]
Pcee,"['amapiano', 'gqom']"
Pchy,"['thai pop', 't-pop']"
Pcn 北,"['drift phonk', 'phonk']"
Peder B. Helland,"['ambient', 'instrumental', 'meditation', 'new age', 'piano', 'relaxation']"
Pedro Lotto,"['brazilian hip hop', 'brazilian trap', 'trap funk', 'trap']"
Peer Tasi,['mizrahi']
Peggy Gou,"['dance', 'edm', 'electronic', 'house', 'techno']"
Pejoni,[]
Pejota,[]
Peled,['mizrahi']
Penyair,['latin hip hop']
Pepe y Vizio,"['flamenco', 'flamenco urbano', 'flamenco pop']"
Peso Pluma,"['corrido', 'corridos tumbados', 'corridos bélicos', 'música mexicana', 'sad sierreño', 'electro corridos', 'banda']"
Peter Plate,[]
Pezet,"['hip hop', 'hip-hop', 'poland', 'polish', 'polish hip hop', 'polish rap', 'rap']"
Pham Dinh Thai Ngan,"['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop']"
Pham Thanh Nguyen,['bolero']
Phan Ann,['vietnamese hip hop']
Phan Duy Anh,"['vinahouse', 'v-pop', 'vietnamese lo-fi', 'vietnamese bolero']"
Phan Mạnh Quỳnh,"['v-pop', 'vietnam indie']"
Phan Thanh Hoang,"['v-pop', 'vietnam indie']"
Phan Thiên Ngân,['v-pop']
Phan Yến Nhi,"['vietnamese lo-fi', 'v-pop', 'lo-fi']"
Phan Đinh Tùng,"['v-pop', 'vietnamese bolero']"
Phankeo,"['v-pop', 'vietnam indie']"
Phaos,"['vietnamese hip hop', 'v-pop']"
Pharrell Williams,"['contemporary r&b', 'hip hop', 'pop', 'pop rap', 'pop soul', 'producer tag - pharrell', 'soul']"
Phi Nhung,"['vietnamese bolero', 'bolero', 'v-pop']"
Philharmonia Orchestra,"['classical', 'orchestra', 'opera', 'requiem']"
Philip Nguyen,"['american', 'american composer', 'classical', 'composer', 'minimal', 'minimalism', 'modern classical', 'opera', 'paul barnes', 'soundtrack']"
Philippe Entremont,"['classical', 'classical piano']"
Phoebe Bridgers,"['alternative folk', 'chamber pop', 'christmas music', 'contemporary folk', 'folk', 'indie folk', 'indie rock', 'queer', 'singer-songwriter']"
Phoenix,['indie']
Phong Max,"['vinahouse', 'v-pop', 'vietnamese lo-fi']"
Phong Nguyen,"['v-pop', 'vietnamese lo-fi']"
Phongkhin,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
Phu Nho,"['vietnamese hip hop', 'v-pop']"
Phuc Du,"['vietnamese hip hop', 'v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']"
PhucXp,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']"
Phunk'ill,[]
Phuong Linh,"['v-pop', 'vietnamese bolero']"
Pháo,"['v-pop', 'vinahouse', 'vietnamese hip hop']"
Pháp Kiều,"['v-pop', 'vietnamese hip hop']"
Phát Huy T4,"['vinahouse', 'v-pop', 'vietnamese lo-fi']"
Phí Phương Anh,"['v-pop', 'vietnamese lo-fi', 'vinahouse']"
Phùng Khánh Linh,"['v-pop', 'vietnam indie', 'city pop']"
Phúc Bằng,"['ballad', 'pop']"
Phương Anh Đào,"['ballad', 'pop']"
Phương CD,['v-pop']
Phương Diễm Huyền,"['vietnamese bolero', 'bolero', 'vinahouse']"
Phương Hiền,"['v-pop', 'vietnamese bolero']"
Phương Hoài Tâm,"['vietnamese bolero', 'bolero']"
Phương Hồng Ngọc,"['vietnamese bolero', 'bolero']"
Phương Hồng Ngọc & Phương Hoài Tâm,[]
Phương Hồng Quế,"['vietnamese bolero', 'bolero', 'v-pop']"
Phương Loan,[]
Phương Ly,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']"
Phương Mỹ Chi,"['v-pop', 'vietnamese bolero']"
Phương Phương Thảo,"['vietnamese bolero', 'bolero', 'vietnamese lo-fi', 'v-pop']"
Phương Phạm Guitarist,"['vietnamese bolero', 'bolero']"
Phương Thanh,"['v-pop', 'vietnamese bolero']"
Phương Vy,"['v-pop', 'vietnamese bolero']"
Phạm Anh Chàng,[]
Phạm Anh Duy,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']"
Phạm Hải Âu,"['vietnamese hip hop', 'v-pop']"
Phạm Hồng Phước,"['v-pop', 'vietnam indie']"
Phạm Khánh Hưng,['v-pop']
Phạm Lịch,"['vinahouse', 'v-pop', 'vietnamese lo-fi']"
Phạm Minh Thành,"['v-pop', 'vietnam indie']"
Phạm Nguyên Ngọc,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']"
Phạm Ngọc Nhi,"['electronic', 'polish']"
Phạm Quỳnh Anh,['v-pop']
Phạm Tài,[]
PiaLinh,['v-pop']
Pierre Garnier,"['variété française', 'chanson', 'french pop']"
Pierre de Maere,"['french pop', 'variété française', 'chanson']"
Piluś,[]
Pinguini Tattici Nucleari,['indie']
PinkPantheress,['bedroom pop']
Pinny,['v-pop']
Pipe Bueno,"['ranchera', 'popular colombian music', 'colombian pop', 'vallenato']"
Pirlo,[]
Piso 21,"['reggaeton', 'colombian pop', 'pop urbano']"
Pitbull,"['2000s', '2010s', 'dance', 'dance-pop', 'electro house', 'electropop', 'eurodance', 'hip hop', 'hip house', 'latin', 'latin pop', 'pop rap', 'southern hip hop']"
Pixel Neko,"['vietnam indie', 'v-pop', 'vietnamese hip hop']"
Pjnboys,"['vietnamese hip hop', 'v-pop', 'vinahouse']"
Pjpo,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
Playboi Carti,['rage rap']
Pmars,['v-pop']
Poison Beatz,"['canzone napoletana', 'neomelodico', 'italian trap']"
Pol Granch,[]
Polo G,"['chicago drill', 'drill', 'gangsta rap', 'hip hop', 'trap']"
Pomme,"['french pop', 'chanson']"
Pondering,"['thai hip hop', 'thai trap']"
Pop Smoke,"['brooklyn drill', 'drill', 'new york drill']"
Popcaan,"['dancehall', 'soca', 'afrobeats', 'reggae', 'riddim', 'ragga']"
Poshlaya Molly,"['alternative rock', 'punk']"
Post Malone,"['2010s', '2020s', 'contemporary r&b', 'country', 'english', 'hip hop', 'pop rap', 'trap']"
Powfu,"['emo rap', 'hip hop', 'lo-fi hip hop', 'rap']"
Prabh Singh,"['punjabi hip hop', 'punjabi pop', 'bhangra', 'desi']"
Pradeep Kumar,"['tamil pop', 'kollywood']"
Prakriti Kakar,"['bollywood', 'hindi pop', 'desi']"
Pranjal Dahiya,['haryanvi pop']
Prashant Pandey,['hindi pop']
Prateek Kuhad,"['indian indie', 'hindi indie']"
Pratik Gangavane,"['hindi indie', 'indian indie']"
Prem Dhillon,"['punjabi pop', 'punjabi hip hop', 'bhangra']"
Preston Pablo,['punjabi pop']
Prezioso,['italo dance']
Prince Dre,['drill']
Prinx Emmanuel,"['african gospel', 'gospel', 'afrobeat', 'gospel r&b']"
Pritam,"['bollywood', 'hindi pop', 'desi', 'sufi']"
Priya Mali,"['kollywood', 'tamil pop']"
Priya Saraiya,"['gujarati pop', 'bollywood', 'hindi pop', 'gujarati garba', 'desi']"
Pro_Tee,"['gqom', 'amapiano']"
Prod Kirimi,[]
Prod Malax,"['brazilian trap', 'trap', 'trap funk']"
Prodgk,"['punjabi hip hop', 'punjabi pop', 'bhangra', 'desi']"
Prodmonja,[]
Project Pat,"['memphis rap', 'southern hip hop', 'crunk', 'gangster rap']"
Prototype,['pop urbaine']
Pudding Vũ,[]
Punch,"['soundtrack', 'k-ballad', 'k-pop']"
Punkinloveee,['hyperpop']
Puppy,"['v-pop', 'vietnamese hip hop']"
Push,"['trance', 'techno']"
Puuluup,"['avant-folk', 'eurovision 2024 artists', 'neofolk']"
Puyalo Pantera,['dembow']
Pyotr Ilyich Tchaikovsky,['classical']
Péricles,"['pagode', 'samba']"
Q Flure,[]
QB,['highlife']
QNT,"['vietnamese hip hop', 'v-pop', 'vietnam indie', 'vietnamese lo-fi']"
QNTM,['big room']
QNTN,[]
QNTNA,[]
QNTX,[]
QTrung,[]
QWER,"['k-rock', 'k-pop']"
Qaayel,"['moroccan pop', 'arabic rap']"
Qatoshi,[]
Qing Madi,"['afrobeats', 'afrobeat', 'afropop', 'afro soul', 'alté']"
Qinn Media,"['vinahouse', 'vietnamese lo-fi', 'v-pop']"
Qntal,"['medieval', 'neofolk', 'medieval metal', 'darkwave', 'neoclassical', 'ebm', 'celtic']"
Quang Anh Rhyder,"['v-pop', 'vietnamese hip hop']"
Quang Dũng,"['vietnamese bolero', 'v-pop', 'bolero']"
Quang Hùng Master D,"['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnamese hip hop']"
Quang Hùng MasterD,"['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnamese hip hop']"
Quang Linh,"['vietnamese bolero', 'v-pop', 'bolero']"
Quang Lê,"['vietnamese bolero', 'bolero', 'v-pop']"
Quang Trung,"['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']"
Quang Vinh,"['v-pop', 'vietnamese lo-fi']"
Quang Đông,['v-pop']
Quang Đăng Trần,"['vietnamese lo-fi', 'v-pop', 'vinahouse', 'lo-fi']"
Quanvrox,"['vietnamese lo-fi', 'v-pop']"
Quavo,"['hip hop', 'pop rap', 'trap']"
Queen,"['classic rock', 'rock', 'glam rock']"
Queen B,"['v-pop', 'vietnamese hip hop']"
Queen D,[]
Quevedo,['reggaeton']
Quinn,"['vinahouse', 'vietnamese lo-fi', 'v-pop']"
QuyMoc,[]
Quynh Nga,"['v-pop', 'vinahouse']"
Quyền Thiện Đắc,"['vietnam indie', 'v-pop']"
Quân A.P,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']"
Quý Nhỏ,['vinahouse']
Quốc Khánh,['rock']
Quốc Thiên,"['v-pop', 'vietnamese lo-fi', 'vietnamese bolero']"
Quốc Đại,"['vietnamese bolero', 'bolero']"
Quỳnh Anh,"['vietnam indie', 'v-pop']"
Quỳnh Nga,"['v-pop', 'vinahouse']"
Quỳnh Trang,"['vietnamese bolero', 'bolero']"
Quỳnh Vi,"['vietnamese bolero', 'v-pop']"
R.I.C.,"['vietnamese hip hop', 'v-pop']"
RACK,['trap']
RAF Camora,['german hip hop']
RAMONMIX,['brazilian funk']
RAP VIỆT,"['vietnamese hip hop', 'v-pop']"
RAP VIỆT REMIX,"['v-pop', 'vinahouse']"
RAYE,"['alternative r&b', 'contemporary r&b', 'dance', 'dance-pop', 'english', 'pop', 'r&b', 'singer/songwriter', 'vocalist']"
RBA CLUB,"['vietnamese hip hop', 'v-pop']"
REDT,"['vinahouse', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']"
REX,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
RHYDER,"['v-pop', 'vietnamese hip hop']"
RHYME SO,[]
RIAN,['german pop']
RIIZE,['k-pop']
RIN9,['v-pop']
RINV,['vinahouse']
RIO,"['compilation', 'special purpose', 'special purpose artist']"
RM,"['k-pop', 'k-rap']"
ROA,['trap latino']
ROCKET,"['alternative dance', 'alternative metal', 'alternative rock', 'art rock', 'british', 'pop rock', 'progressive rock', 'rock', 'symphonic rock', 'uk']"
ROHMA,['experimental electronic']
ROSALÍA,['latin']
ROSÉ,['k-pop']
RPT Duke,"['2008 universal fire victim', 'big band', 'duke box', 'jazz', 'newport', 'swing']"
RPT ENTITI,[]
RPT Groovie,['v-pop']
RPT JasonDilla,"['vietnamese hip hop', 'v-pop']"
RPT L.A.K.E,"['aor', 'art rock', 'classic rock', 'folk rock', 'pop rock', 'progressive rock', 'rock', 'symphonic prog', 'symphonic rock']"
RPT LAKE,"['aor', 'art rock', 'classic rock', 'folk rock', 'pop rock', 'progressive rock', 'rock', 'symphonic prog', 'symphonic rock']"
RPT MCK,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
RPT NASTEE,"['vietnamese hip hop', 'v-pop']"
RPT Orijinn,"['vietnamese hip hop', 'v-pop']"
RPT Phongkhin,[]
RPT Spidey,"['vietnamese hip hop', 'v-pop']"
RPT T.C,"['drum and bass', 'dubstep', 'electronic', 'uk garage']"
RPT TC,"['vietnamese hip hop', 'v-pop']"
RSCL,"['stutter house', 'house']"
RYM,"['moroccan pop', 'raï', 'moroccan chaabi', 'khaleeji']"
RZ Ma$,"['vietnamese hip hop', 'v-pop']"
RZ Mas,['v-pop']
Rabbit Run,"['vietnamese hip hop', 'v-pop']"
Rabe13,[]
Racoon,['nederpop']
Radhikka Madan,[]
Rafa Pabön,['reggaeton']
Raffaella Carrà,"['ballad', 'disco', 'euro-disco', 'europop', 'pop']"
Ragakov,['vinahouse']
Raghav Chaitanya,"['hindi indie', 'indian indie', 'hindi pop', 'bollywood']"
Rahul Saxena,"['bhajan', 'devotional']"
Raiden,"['drum and bass', 'uk']"
Raim Laode,"['indonesian pop', 'indonesian indie']"
Rain Sounds,[]
Rain Story,"['acoustic rock', 'alternative rock', 'british', 'britpop', 'hard rock', 'indie', 'indie rock', 'neo-psychedelia', 'noise pop', 'pop rock', 'post-britpop', 'psychedelic rock', 'rock']"
Raj Ranjodh,"['bhangra', 'punjabi pop', 'desi']"
Raj Shekhar,"['bollywood', 'desi', 'hindi pop']"
Raja Kumari,"['desi hip hop', 'hindi hip hop']"
Rajat Nagpal,"['hindi pop', 'punjabi pop', 'indian indie', 'bollywood']"
Rajneesh Jaipuri,[]
Raju Punjabi,"['haryanvi pop', 'bhojpuri pop', 'desi']"
Ram Miriyala,"['telugu pop', 'tollywood']"
Ram Sampath,"['bollywood', 'hindi pop', 'desi']"
Ramajogayya Sastry,"['tollywood', 'telugu pop']"
Ramana Gogula,"['telugu pop', 'tollywood']"
Rammstein,"['industrial metal', 'metal', 'industrial rock', 'industrial']"
Ramos.,[]
Ramy Gamal,"['egyptian pop', 'khaleeji']"
Ramy Sabry,"['egyptian pop', 'khaleeji', 'sholawat', 'mahraganat']"
